~~NOTOC~~
======Moves======
<WRAP leftalign>
<button type="success" size="lg">[[dex:pokedex|Return to the main Pokédex Navigation page]]</button>
</WRAP>
\\

Use the Search option in this section to browse within the table. You can also sort the table alphabetically by clicking on a column's title.

Click on a link to access the section of the corresponding move.

<datatables buttons='[]'>
<WRAP tablewidth 100%>
^ All Moves ^^
^ Name ^ Type ^ Category ^ Power ^ Acc ^ PP ^
| **[[movedex:1|Absorb]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 20 | 100 | 25 |
| **[[movedex:664|Sludge Bomb]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 90 | 100 | 10 |
| **[[movedex:665|Sludge Wave]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 95 | 100 | 10 |
| **[[movedex:666|Smack Down]]** | {{gameplay:types:en_Rock.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 50 | 100 | 15 |
| **[[movedex:667|Smart Strike]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 70 | — | 10 |
| **[[movedex:668|Smelling Salts]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 70 | 100 | 10 |
| **[[movedex:669|Smog]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 30 | 70 | 20 |
| **[[movedex:670|Smokescreen]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:671|Snap Trap]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 35 | 100 | 15 |
| **[[movedex:672|Snarl]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 55 | 95 | 15 |
| **[[movedex:673|Snatch]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:674|Snipe Shot]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 15 |
| **[[movedex:675|Snore]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 50 | 100 | 15 |
| **[[movedex:676|Snowscape]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:677|Soak]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:678|Soft-Boiled]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:679|Solar Beam]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 120 | 100 | 10 |
| **[[movedex:680|Solar Blade]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 125 | 100 | 10 |
| **[[movedex:681|Sonic Boom]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | — | 90 | 20 |
| **[[movedex:682|Spacial Rend]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 100 | 95 | 5 |
| **[[movedex:683|Spark]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 65 | 100 | 20 |
| **[[movedex:684|Sparkling Aria]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 90 | 100 | 10 |
| **[[movedex:685|Sparkly Swirl]]** | {{gameplay:types:en_Fairy.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 120 | 85 | 5 |
| **[[movedex:686|Spectral Thief]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 90 | 100 | 10 |
| **[[movedex:687|Speed Swap]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:688|Spicy Extract]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 15 |
| **[[movedex:689|Spider Web]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:690|Spike Cannon]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 20 | 100 | 15 |
| **[[movedex:691|Spikes]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:692|Spiky Shield]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:693|Spin Out]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 100 | 5 |
| **[[movedex:694|Spirit Break]]** | {{gameplay:types:en_Fairy.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 75 | 100 | 15 |
| **[[movedex:695|Spirit Shackle]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:696|Spit Up]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | — | 100 | 10 |
| **[[movedex:697|Spite]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 10 |
| **[[movedex:698|Splash]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 40 |
| **[[movedex:699|Splishy Splash]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 90 | 100 | 15 |
| **[[movedex:700|Spore]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 15 |
| **[[movedex:701|Spotlight]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 15 |
| **[[movedex:702|Springtide Storm]]** | {{gameplay:types:en_Fairy.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 100 | 80 | 10 |
| **[[movedex:703|Stealth Rock]]** | {{gameplay:types:en_Rock.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:704|Steam Eruption]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 110 | 95 | 5 |
| **[[movedex:705|Steamroller]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 65 | 100 | 20 |
| **[[movedex:706|Steel Beam]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 140 | 95 | 5 |
| **[[movedex:707|Steel Roller]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 130 | 100 | 5 |
| **[[movedex:708|Steel Wing]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 70 | 90 | 25 |
| **[[movedex:709|Sticky Web]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:710|Stockpile]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:711|Stomp]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 65 | 100 | 20 |
| **[[movedex:712|Stomping Tantrum]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 75 | 100 | 10 |
| **[[movedex:713|Stone Axe]]** | {{gameplay:types:en_Rock.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 65 | 90 | 15 |
| **[[movedex:714|Stone Edge]]** | {{gameplay:types:en_Rock.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 80 | 5 |
| **[[movedex:715|Stored Power]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 20 | 100 | 10 |
| **[[movedex:716|Storm Throw]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 60 | 100 | 10 |
| **[[movedex:717|Strange Steam]]** | {{gameplay:types:en_Fairy.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 90 | 95 | 10 |
| **[[movedex:718|Strength]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 15 |
| **[[movedex:719|Strength Sap]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 10 |
| **[[movedex:720|String Shot]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 95 | 40 |
| **[[movedex:721|Struggle]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 50 | — | 1 |
| **[[movedex:722|Struggle Bug]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 50 | 100 | 20 |
| **[[movedex:723|Stuff Cheeks]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:724|Stun Spore]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 75 | 30 |
| **[[movedex:725|Submission]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 80 | 20 |
| **[[movedex:726|Substitute]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:727|Sucker Punch]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 70 | 100 | 5 |
| **[[movedex:728|Sunny Day]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:729|Sunsteel Strike]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 100 | 5 |
| **[[movedex:730|Super Fang]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 90 | 10 |
| **[[movedex:731|Supercell Slam]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 95 | 15 |
| **[[movedex:732|Superpower]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 100 | 5 |
| **[[movedex:733|Supersonic]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 55 | 20 |
| **[[movedex:734|Surf]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 90 | 100 | 15 |
| **[[movedex:735|Surging Strikes]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 25 | 100 | 5 |
| **[[movedex:736|Swagger]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 85 | 15 |
| **[[movedex:737|Swallow]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:738|Sweet Kiss]]** | {{gameplay:types:en_Fairy.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 75 | 10 |
| **[[movedex:739|Sweet Scent]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:740|Swift]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 60 | — | 20 |
| **[[movedex:741|Switcheroo]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 10 |
| **[[movedex:742|Swords Dance]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:743|Synchronoise]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 120 | 100 | 10 |
| **[[movedex:744|Synthesis]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:745|Syrup Bomb]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 60 | 85 | 10 |
| **[[movedex:746|Tachyon Cutter]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 50 | — | 10 |
| **[[movedex:747|Tackle]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 40 | 100 | 35 |
| **[[movedex:748|Tail Glow]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:749|Tail Slap]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 25 | 85 | 10 |
| **[[movedex:750|Tail Whip]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 30 |
| **[[movedex:751|Tailwind]]** | {{gameplay:types:en_Flying.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 15 |
| **[[movedex:752|Take Down]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 90 | 85 | 20 |
| **[[movedex:753|Take Heart]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:754|Tar Shot]]** | {{gameplay:types:en_Rock.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 15 |
| **[[movedex:755|Taunt]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:756|Tearful Look]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:757|Teatime]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:758|Techno Blast]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 120 | 100 | 5 |
| **[[movedex:759|Teeter Dance]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:760|Telekinesis]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 15 |
| **[[movedex:761|Teleport]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:762|Temper Flare]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 75 | 100 | 10 |
| **[[movedex:763|Tera Blast]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:764|Tera Starstorm]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 120 | 100 | 5 |
| **[[movedex:765|Terrain Pulse]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 50 | 100 | 10 |
| **[[movedex:766|Thief]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 60 | 100 | 25 |
| **[[movedex:767|Thousand Arrows]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 90 | 100 | 10 |
| **[[movedex:768|Thousand Waves]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 90 | 100 | 10 |
| **[[movedex:769|Thrash]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 100 | 10 |
| **[[movedex:770|Throat Chop]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 15 |
| **[[movedex:771|Thunder]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 110 | 70 | 10 |
| **[[movedex:772|Thunder Cage]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 90 | 15 |
| **[[movedex:773|Thunder Fang]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 65 | 95 | 15 |
| **[[movedex:774|Thunder Punch]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 75 | 100 | 15 |
| **[[movedex:775|Thunder Shock]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 40 | 100 | 30 |
| **[[movedex:776|Thunder Wave]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 90 | 20 |
| **[[movedex:777|Thunderbolt]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 90 | 100 | 15 |
| **[[movedex:778|Thunderclap]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 70 | 100 | 5 |
| **[[movedex:779|Thunderous Kick]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 90 | 100 | 10 |
| **[[movedex:780|Tickle]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:781|Tidy Up]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:782|Topsy_Turvy]]** | {{gameplay:types:en_.png?nolink&40}} | {{:gameplay:types:move_.png?nolink&40}} |  |  |  |
| **[[movedex:783|Torch Song]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:784|Torment]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 15 |
| **[[movedex:785|Toxic]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 90 | 10 |
| **[[movedex:786|Toxic Spikes]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:787|Toxic Thread]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:788|Trailblaze]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 50 | 100 | 20 |
| **[[movedex:789|Transform]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:790|Tri Attack]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:791|Trick]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 10 |
| **[[movedex:792|Trick Room]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:793|Trick-or-Treat]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:794|Triple Arrows]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 90 | 100 | 10 |
| **[[movedex:795|Triple Axel]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 20 | 90 | 10 |
| **[[movedex:796|Triple Dive]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 30 | 95 | 10 |
| **[[movedex:797|Triple Kick]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 10 | 90 | 10 |
| **[[movedex:798|Trop Kick]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 70 | 100 | 15 |
| **[[movedex:799|Trump Card]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | — | — | 5 |
| **[[movedex:800|Twin Beam]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 40 | 100 | 10 |
| **[[movedex:801|Twineedle]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 25 | 100 | 20 |
| **[[movedex:802|Twister]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 40 | 100 | 20 |
| **[[movedex:803|U-turn]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 70 | 100 | 20 |
| **[[movedex:804|Upper Hand]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 65 | 100 | 15 |
| **[[movedex:805|Uproar]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 90 | 100 | 10 |
| **[[movedex:806|V-create]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 180 | 95 | 5 |
| **[[movedex:807|Vacuum Wave]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 40 | 100 | 30 |
| **[[movedex:808|Veevee Volley]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | — | 20 |
| **[[movedex:809|Venom Drench]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:810|Venoshock]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 65 | 100 | 10 |
| **[[movedex:811|Victory Dance]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:812|Vine Whip]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 45 | 100 | 25 |
| **[[movedex:813|Vise Grip]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 55 | 100 | 30 |
| **[[movedex:814|Vital Throw]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 70 | — | 10 |
| **[[movedex:815|Volt Switch]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 70 | 100 | 20 |
| **[[movedex:816|Volt Tackle]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 100 | 15 |
| **[[movedex:817|Wake-Up Slap]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 70 | 100 | 10 |
| **[[movedex:818|Water Gun]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 40 | 100 | 25 |
| **[[movedex:819|Water Pledge]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:820|Water Pulse]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 60 | 100 | 20 |
| **[[movedex:821|Water Shuriken]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 15 | 100 | 20 |
| **[[movedex:822|Water Sport]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 15 |
| **[[movedex:823|Water Spout]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 150 | 100 | 5 |
| **[[movedex:824|Waterfall]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 15 |
| **[[movedex:825|Wave Crash]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 100 | 10 |
| **[[movedex:826|Weather Ball]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 50 | 100 | 10 |
| **[[movedex:827|Whirlpool]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 35 | 85 | 15 |
| **[[movedex:828|Whirlwind]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:829|Wicked Blow]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 75 | 100 | 5 |
| **[[movedex:830|Wicked Torque]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 10 |
